history_id,account_id,borrower_id,event_at,status,changed_by,source,recorded_at,snap_month,loan_type,dpd,risk_segment,outstanding_amount
HISTORY0036836,ACC0010920,BRW0008515,2026-06-16 09:12:26,CLOSED,AGT0000039,FIELD,2026-06-16 08:59:51,2026-06,PERSONAL,30,MEDIUM,268596.14
HISTORY0034563,ACC0016392,BRW0002256,2026-06-16 09:11:53,PTP,AGT0000036,CORE,2026-06-16 20:42:26,2026-06,CREDIT_CARD,5,LOW,57442.64
HISTORY0013212,ACC0026032,BRW0011206,2026-06-16 09:10:05,PTP,AGT0000092,PAYMENT,2026-06-16 03:23:35,2026-06,PERSONAL,0,MEDIUM,674938.06
HISTORY0046113,ACC0026629,BRW0009847,2026-06-16 09:09:42,NPA,AGT0000078,PAYMENT,2026-06-16 22:59:33,2026-06,AUTO,30,LOW,618701.24
HISTORY0051015,ACC0020076,BRW0001589,2026-06-16 09:04:40,ACTIVE,AGT0000030,CALL,2026-06-17 00:47:07,2026-06,CREDIT_CARD,90,HIGH,659487.93
HISTORY0046692,ACC0022340,BRW0002364,2026-06-16 08:58:13,WRITEOFF,AGT0000074,CORE,2026-06-16 19:33:12,2026-06,CREDIT_CARD,1,LOW,7309.8
HISTORY0034195,ACC0024835,BRW0000647,2026-06-16 08:57:51,DELINQUENT,AGT0000056,CALL,2026-06-16 03:49:45,2026-06,CONSUMER,5,HIGH,81245.04
HISTORY0000853,ACC0014680,BRW0002206,2026-06-16 08:54:53,ACTIVE,AGT0000077,PAYMENT,2026-06-17 03:04:37,2026-06,PERSONAL,1,MEDIUM,97241.67
HISTORY0012928,ACC0007294,BRW0006541,2026-06-16 08:53:26,ACTIVE,AGT0000065,PAYMENT,2026-06-16 20:50:04,2026-06,AUTO,5,HIGH,586608.31
HISTORY0046758,ACC0015950,BRW0004421,2026-06-16 08:50:26,PAID,AGT0000028,CALL,2026-06-16 18:19:25,2026-06,AUTO,30,LOW,499805.74
HISTORY0008269,ACC0006611,BRW0003549,2026-06-16 08:48:14,DELINQUENT,AGT0000033,PAYMENT,2026-06-15 20:49:45,2026-06,AUTO,120,MEDIUM,13372.0
HISTORY0014843,ACC0025189,BRW0001808,2026-06-16 08:46:26,WRITEOFF,AGT0000076,BATCH,2026-06-17 06:37:48,2026-06,PERSONAL,0,NPA,106201.92
HISTORY0006713,ACC0024365,BRW0007898,2026-06-16 08:45:04,DELINQUENT,AGT0000053,CORE,2026-06-17 08:28:23,2026-06,AUTO,180,NPA,391922.73
HISTORY0035740,ACC0021352,BRW0003845,2026-06-16 08:42:59,PAID,AGT0000091,CALL,2026-06-16 17:59:48,2026-06,AUTO,120,NPA,592282.3
HISTORY0032413,ACC0022916,BRW0007066,2026-06-16 08:42:48,CLOSED,AGT0000029,CORE,2026-06-16 15:07:16,2026-06,BNPL,30,MEDIUM,64616.89
HISTORY0015619,ACC0005996,BRW0001242,2026-06-16 08:31:22,NPA,AGT0000032,BATCH,2026-06-16 10:03:04,2026-06,CONSUMER,120,NPA,429677.85
HISTORY0037269,ACC0023623,BRW0003779,2026-06-16 08:29:13,WRITEOFF,AGT0000005,CORE,2026-06-16 00:34:42,2026-06,CREDIT_CARD,30,NPA,552286.89
HISTORY0013963,ACC0011178,BRW0010195,2026-06-16 08:28:24,CLOSED,AGT0000068,BATCH,2026-06-16 06:30:15,2026-06,CONSUMER,30,NPA,305811.25
HISTORY0056569,ACC0015407,BRW0004714,2026-06-16 08:27:05,CLOSED,AGT0000028,FIELD,2026-06-15 23:12:15,2026-06,AUTO,75,MEDIUM,397052.9
HISTORY0005135,ACC0010812,BRW0011342,2026-06-16 08:26:48,NPA,AGT0000001,FIELD,2026-06-16 07:28:01,2026-06,CREDIT_CARD,1,HIGH,541117.18
HISTORY0040437,ACC0024381,BRW0009000,2026-06-16 08:15:01,PTP,AGT0000043,FIELD,2026-06-15 14:30:54,2026-06,CONSUMER,180,HIGH,182275.54
HISTORY0020469,ACC0010611,BRW0003671,2026-06-16 08:09:35,NPA,AGT0000021,CORE,2026-06-16 23:10:15,2026-06,PERSONAL,120,HIGH,233729.37
HISTORY0047664,ACC0000695,BRW0008575,2026-06-16 08:01:48,WRITEOFF,AGT0000080,BATCH,2026-06-16 19:55:05,2026-06,PERSONAL,30,HIGH,664150.19
HISTORY0038579,ACC0024623,BRW0011513,2026-06-16 07:54:38,CLOSED,AGT0000063,FIELD,2026-06-17 00:02:53,2026-06,BNPL,120,LOW,520036.54
HISTORY0022689,ACC0022879,BRW0005881,2026-06-16 07:53:43,PTP,AGT0000025,FIELD,2026-06-16 19:35:31,2026-06,AUTO,30,HIGH,498703.64
HISTORY0044091,ACC0000998,BRW0006486,2026-06-16 07:44:39,DELINQUENT,AGT0000067,CALL,2026-06-16 13:21:22,2026-06,BNPL,1,HIGH,653406.23
HISTORY0045965,ACC0010252,BRW0010804,2026-06-16 07:42:32,CLOSED,AGT0000056,CORE,2026-06-16 15:30:55,2026-06,BNPL,0,MEDIUM,80102.35
HISTORY0059493,ACC0027700,BRW0000967,2026-06-16 07:32:44,WRITEOFF,AGT0000021,PAYMENT,2026-06-16 07:50:52,2026-06,BNPL,90,LOW,452152.4
HISTORY0059611,ACC0003491,BRW0000595,2026-06-16 07:29:07,WRITEOFF,AGT0000080,CALL,2026-06-17 06:50:41,2026-06,PERSONAL,60,LOW,697540.75
HISTORY0032130,ACC0021377,BRW0001942,2026-06-16 07:19:56,ACTIVE,AGT0000004,PAYMENT,2026-06-15 23:01:39,2026-06,PERSONAL,90,HIGH,117061.18
HISTORY0052965,ACC0006501,BRW0003421,2026-06-16 07:12:47,DELINQUENT,AGT0000039,CALL,2026-06-15 11:38:05,2026-06,CONSUMER,1,NPA,308413.83
HISTORY0022692,ACC0015441,BRW0007555,2026-06-16 07:08:52,WRITEOFF,AGT0000009,CORE,2026-06-16 09:45:48,2026-06,PERSONAL,5,LOW,11865.96
HISTORY0002932,ACC0023530,BRW0011595,2026-06-16 07:04:29,PAID,AGT0000078,BATCH,2026-06-15 09:06:46,2026-06,PERSONAL,1,HIGH,611388.93
HISTORY0008502,ACC0023626,BRW0010914,2026-06-16 07:00:38,NPA,AGT0000034,PAYMENT,2026-06-16 20:55:51,2026-06,CREDIT_CARD,75,HIGH,60737.36
HISTORY0012582,ACC0002905,BRW0010366,2026-06-16 06:56:42,NPA,AGT0000014,BATCH,2026-06-16 06:12:40,2026-06,AUTO,15,MEDIUM,619990.79
HISTORY0026948,ACC0017488,BRW0001354,2026-06-16 06:55:14,DELINQUENT,AGT0000030,CORE,2026-06-16 05:51:11,2026-06,CREDIT_CARD,15,LOW,312497.88
HISTORY0050237,ACC0014375,BRW0000116,2026-06-16 06:38:30,ACTIVE,AGT0000100,BATCH,2026-06-15 22:08:01,2026-06,CREDIT_CARD,5,MEDIUM,685677.69
HISTORY0053636,ACC0001937,BRW0005568,2026-06-16 06:33:05,DELINQUENT,AGT0000048,CORE,2026-06-17 02:32:28,2026-06,PERSONAL,0,MEDIUM,594287.4
HISTORY0047659,ACC0008899,BRW0006485,2026-06-16 06:28:17,WRITEOFF,AGT0000084,CALL,2026-06-17 05:04:38,2026-06,PERSONAL,75,LOW,331545.99
HISTORY0043632,ACC0005322,BRW0003514,2026-06-16 06:20:53,DELINQUENT,AGT0000058,CORE,2026-06-15 12:55:57,2026-06,CREDIT_CARD,120,LOW,162459.51
HISTORY0020899,ACC0022565,BRW0009311,2026-06-16 06:18:54,WRITEOFF,SYSTEM,CALL,2026-06-15 19:46:37,2026-06,CREDIT_CARD,180,MEDIUM,570263.61
HISTORY0021692,ACC0004591,BRW0008638,2026-06-16 06:17:59,PAID,AGT0000017,BATCH,2026-06-17 00:47:37,2026-06,CREDIT_CARD,45,NPA,493689.62
HISTORY0014823,ACC0026685,BRW0002104,2026-06-16 06:15:37,CLOSED,AGT0000054,BATCH,2026-06-17 04:19:29,2026-06,PERSONAL,75,NPA,405674.17
HISTORY0010564,ACC0022740,BRW0004544,2026-06-16 06:14:03,ACTIVE,AGT0000028,FIELD,2026-06-15 21:46:44,2026-06,PERSONAL,90,MEDIUM,390220.55
HISTORY0015876,ACC0023283,BRW0000966,2026-06-16 06:09:24,PAID,AGT0000071,BATCH,2026-06-16 07:43:19,2026-06,BNPL,0,MEDIUM,92497.69
HISTORY0025620,ACC0007068,BRW0004201,2026-06-16 05:32:35,CLOSED,AGT0000012,FIELD,2026-06-16 23:31:40,2026-06,PERSONAL,15,LOW,70846.17
HISTORY0045757,ACC0016613,BRW0007002,2026-06-16 05:24:51,NPA,AGT0000029,PAYMENT,2026-06-17 00:33:48,2026-06,PERSONAL,0,MEDIUM,634757.89
HISTORY0004242,ACC0013731,BRW0007272,2026-06-16 05:24:06,CLOSED,AGT0000063,PAYMENT,2026-06-16 17:44:37,2026-06,BNPL,60,HIGH,575125.02
HISTORY0050041,ACC0012080,BRW0006274,2026-06-16 05:22:20,NPA,AGT0000044,BATCH,2026-06-15 07:07:09,2026-06,AUTO,90,HIGH,375461.08
HISTORY0049826,ACC0028513,BRW0008966,2026-06-16 05:15:32,ACTIVE,AGT0000053,PAYMENT,2026-06-15 08:09:24,2026-06,CONSUMER,90,HIGH,547981.07
HISTORY0020546,ACC0017925,BRW0003932,2026-06-16 05:01:02,ACTIVE,AGT0000084,PAYMENT,2026-06-15 05:52:51,2026-06,PERSONAL,0,HIGH,507587.88
HISTORY0014745,ACC0006767,BRW0002802,2026-06-16 04:51:22,PAID,AGT0000041,FIELD,2026-06-15 23:17:41,2026-06,CONSUMER,60,NPA,118115.88
HISTORY0058263,ACC0024924,BRW0001738,2026-06-16 04:25:24,CLOSED,AGT0000083,BATCH,2026-06-16 21:21:22,2026-06,BNPL,0,MEDIUM,542331.77
HISTORY0044623,ACC0011202,BRW0004721,2026-06-16 04:22:06,PTP,AGT0000021,CORE,2026-06-16 22:57:28,2026-06,BNPL,15,HIGH,538114.36
HISTORY0002935,ACC0001430,BRW0009976,2026-06-16 04:06:29,WRITEOFF,AGT0000080,FIELD,2026-06-16 10:54:59,2026-06,CONSUMER,5,LOW,247456.56
HISTORY0058904,ACC0003214,BRW0003871,2026-06-16 04:00:51,PAID,AGT0000094,PAYMENT,2026-06-16 01:27:27,2026-06,CONSUMER,120,NPA,410400.73
HISTORY0046175,ACC0012195,BRW0007204,2026-06-16 03:55:22,WRITEOFF,AGT0000036,CALL,2026-06-16 12:32:07,2026-06,CONSUMER,120,NPA,245224.17
HISTORY0011706,ACC0002639,BRW0006523,2026-06-16 03:51:18,CLOSED,AGT0000001,FIELD,2026-06-15 08:25:11,2026-06,CREDIT_CARD,15,HIGH,285260.06
HISTORY0034132,ACC0014642,BRW0006385,2026-06-16 03:49:36,ACTIVE,AGT0000012,CALL,2026-06-15 10:53:40,2026-06,CONSUMER,75,HIGH,30124.87
HISTORY0014579,ACC0006848,BRW0009172,2026-06-16 03:42:50,CLOSED,AGT0000024,CORE,2026-06-15 19:22:09,2026-06,PERSONAL,0,LOW,387597.66
HISTORY0022499,ACC0008528,BRW0000201,2026-06-16 03:38:38,PTP,AGT0000040,CORE,2026-06-16 18:21:47,2026-06,CREDIT_CARD,120,NPA,594376.66
HISTORY0012806,ACC0018982,BRW0011558,2026-06-16 03:32:17,PTP,AGT0000074,FIELD,2026-06-16 04:32:41,2026-06,CONSUMER,180,NPA,217169.28
HISTORY0036137,ACC0023535,BRW0006354,2026-06-16 03:27:54,PAID,AGT0000003,CALL,2026-06-15 12:24:11,2026-06,PERSONAL,180,NPA,378531.68
HISTORY0053858,ACC0013083,BRW0009928,2026-06-16 03:24:36,NPA,AGT0000053,FIELD,2026-06-15 19:26:31,2026-06,CONSUMER,15,LOW,133797.33
HISTORY0059956,ACC0012317,BRW0003190,2026-06-16 03:12:48,CLOSED,AGT0000021,CALL,2026-06-16 15:23:21,2026-06,CONSUMER,15,NPA,94990.37
HISTORY0021125,ACC0006905,BRW0000147,2026-06-16 03:07:23,ACTIVE,AGT0000011,CORE,2026-06-15 04:14:27,2026-06,BNPL,15,HIGH,675276.72
HISTORY0012638,ACC0024019,BRW0000056,2026-06-16 03:03:33,DELINQUENT,AGT0000016,CORE,2026-06-15 10:24:07,2026-06,BNPL,45,HIGH,44029.85
HISTORY0012831,ACC0024828,BRW0008986,2026-06-16 03:02:35,DELINQUENT,AGT0000038,PAYMENT,2026-06-16 23:05:07,2026-06,CREDIT_CARD,0,HIGH,566894.63
HISTORY0006034,ACC0025042,BRW0005719,2026-06-16 03:01:45,WRITEOFF,AGT0000023,BATCH,2026-06-15 14:14:17,2026-06,BNPL,5,HIGH,62727.16
HISTORY0019017,ACC0009998,BRW0004241,2026-06-16 02:53:53,CLOSED,AGT0000087,FIELD,2026-06-15 15:04:06,2026-06,BNPL,30,LOW,405892.53
HISTORY0018873,ACC0018199,BRW0000368,2026-06-16 02:53:07,NPA,AGT0000024,BATCH,2026-06-16 17:27:49,2026-06,CREDIT_CARD,45,MEDIUM,429165.6
HISTORY0054385,ACC0017591,BRW0001203,2026-06-16 02:39:09,DELINQUENT,AGT0000095,FIELD,2026-06-16 09:02:23,2026-06,BNPL,45,NPA,629055.43
HISTORY0045327,ACC0004856,BRW0000134,2026-06-16 02:36:37,WRITEOFF,AGT0000030,CORE,2026-06-15 22:04:06,2026-06,PERSONAL,15,LOW,218116.9
HISTORY0053783,ACC0019102,BRW0009296,2026-06-16 02:33:15,CLOSED,AGT0000011,CORE,2026-06-16 20:22:31,2026-06,BNPL,120,HIGH,304616.44
HISTORY0053934,ACC0009907,BRW0009518,2026-06-16 02:26:29,CLOSED,AGT0000008,FIELD,2026-06-15 15:51:24,2026-06,PERSONAL,1,MEDIUM,207751.34
HISTORY0043039,ACC0015786,BRW0000938,2026-06-16 02:25:46,ACTIVE,AGT0000057,CORE,2026-06-16 10:03:54,2026-06,AUTO,0,LOW,211287.11
HISTORY0004080,ACC0023119,BRW0001564,2026-06-16 02:25:38,CLOSED,AGT0000081,CALL,2026-06-15 21:44:32,2026-06,CONSUMER,180,HIGH,347180.59
HISTORY0023315,ACC0016674,BRW0006555,2026-06-16 02:10:21,NPA,AGT0000053,PAYMENT,2026-06-15 05:25:40,2026-06,AUTO,75,LOW,614923.19
HISTORY0036155,ACC0003911,BRW0009984,2026-06-16 02:07:40,WRITEOFF,AGT0000034,PAYMENT,2026-06-16 12:03:28,2026-06,PERSONAL,120,HIGH,4427.49
HISTORY0028853,ACC0025679,BRW0003898,2026-06-16 01:56:45,DELINQUENT,AGT0000060,CORE,2026-06-15 22:59:24,2026-06,CREDIT_CARD,5,MEDIUM,424765.08
HISTORY0040261,ACC0012126,BRW0003054,2026-06-16 01:53:15,DELINQUENT,AGT0000073,CALL,2026-06-15 13:35:13,2026-06,CREDIT_CARD,45,LOW,321562.06
HISTORY0051765,ACC0004525,BRW0003440,2026-06-16 01:52:18,PTP,AGT0000083,CALL,2026-06-16 00:44:40,2026-06,BNPL,0,HIGH,661713.67
HISTORY0022416,ACC0000633,BRW0001818,2026-06-16 01:35:48,WRITEOFF,AGT0000004,CORE,2026-06-15 09:56:54,2026-06,BNPL,15,HIGH,206914.24
HISTORY0029283,ACC0027450,BRW0003357,2026-06-16 01:31:03,ACTIVE,AGT0000051,CALL,2026-06-15 10:44:02,2026-06,AUTO,15,MEDIUM,41189.61
HISTORY0030284,ACC0014757,BRW0011944,2026-06-16 01:23:34,NPA,AGT0000056,CALL,2026-06-15 14:45:26,2026-06,AUTO,45,MEDIUM,534638.81
HISTORY0035988,ACC0005478,BRW0010178,2026-06-16 01:20:34,PTP,AGT0000075,CORE,2026-06-16 01:16:19,2026-06,AUTO,75,MEDIUM,233376.99
HISTORY0044439,ACC0003912,BRW0010664,2026-06-16 01:12:17,DELINQUENT,AGT0000027,CALL,2026-06-15 22:36:32,2026-06,CREDIT_CARD,180,MEDIUM,264177.68
HISTORY0027192,ACC0026161,BRW0008420,2026-06-16 01:04:12,DELINQUENT,AGT0000061,FIELD,2026-06-16 04:04:25,2026-06,PERSONAL,0,LOW,572919.06
HISTORY0017288,ACC0000508,BRW0007435,2026-06-16 01:00:39,WRITEOFF,AGT0000075,PAYMENT,2026-06-17 00:31:22,2026-06,BNPL,5,LOW,396775.05
HISTORY0053321,ACC0027448,BRW0002814,2026-06-16 00:47:50,NPA,AGT0000009,FIELD,2026-06-15 01:26:22,2026-06,BNPL,15,LOW,524090.39
HISTORY0041152,ACC0001901,BRW0010423,2026-06-16 00:47:22,PTP,AGT0000030,BATCH,2026-06-15 12:23:49,2026-06,BNPL,60,HIGH,282659.07
HISTORY0017882,ACC0010381,BRW0007039,2026-06-16 00:32:00,CLOSED,AGT0000077,FIELD,2026-06-15 21:01:02,2026-06,AUTO,60,MEDIUM,223148.42
HISTORY0010790,ACC0004155,BRW0006920,2026-06-16 00:25:11,ACTIVE,AGT0000012,CALL,2026-06-16 00:31:02,2026-06,AUTO,180,MEDIUM,52840.69
HISTORY0059993,ACC0017952,BRW0004449,2026-06-16 00:24:46,DELINQUENT,AGT0000037,CORE,2026-06-16 05:07:36,2026-06,PERSONAL,45,HIGH,668843.69
HISTORY0039576,ACC0007497,BRW0007519,2026-06-16 00:17:19,PAID,AGT0000098,PAYMENT,2026-06-16 17:03:25,2026-06,CREDIT_CARD,15,LOW,682809.19
HISTORY0044638,ACC0000947,BRW0009267,2026-06-16 00:16:21,CLOSED,AGT0000079,CALL,2026-06-15 21:41:51,2026-06,PERSONAL,75,MEDIUM,643739.2
HISTORY0036997,ACC0015490,BRW0010139,2026-06-16 00:15:22,NPA,AGT0000043,BATCH,2026-06-15 21:10:28,2026-06,PERSONAL,45,HIGH,325037.52
HISTORY0030552,ACC0022241,BRW0006210,2026-06-16 00:00:07,CLOSED,AGT0000098,PAYMENT,2026-06-16 00:34:50,2026-06,AUTO,45,MEDIUM,659411.13
HISTORY0040715,ACC0001558,BRW0005636,2026-06-15 23:57:17,NPA,AGT0000081,CALL,2026-06-15 08:52:39,2026-06,AUTO,60,MEDIUM,357314.63
HISTORY0047015,ACC0007310,BRW0005728,2026-06-15 23:55:41,NPA,AGT0000059,BATCH,2026-06-15 11:07:17,2026-06,PERSONAL,5,HIGH,153079.15
HISTORY0010092,ACC0010925,BRW0008608,2026-06-15 23:37:26,PAID,AGT0000077,CORE,2026-06-16 03:20:14,2026-06,PERSONAL,30,NPA,536266.36
HISTORY0046387,ACC0020942,BRW0005710,2026-06-15 23:28:38,NPA,AGT0000009,CALL,2026-06-16 08:26:03,2026-06,CREDIT_CARD,15,NPA,399659.97
HISTORY0006596,ACC0004505,BRW0003724,2026-06-15 23:24:44,DELINQUENT,AGT0000006,CORE,2026-06-15 06:20:23,2026-06,BNPL,5,LOW,599065.16
HISTORY0038395,ACC0026087,BRW0002052,2026-06-15 23:16:31,ACTIVE,AGT0000083,CORE,2026-06-15 10:40:04,2026-06,PERSONAL,75,MEDIUM,503194.46
HISTORY0035812,ACC0014295,BRW0007843,2026-06-15 22:48:11,PTP,AGT0000092,CALL,2026-06-16 05:46:31,2026-06,CREDIT_CARD,5,LOW,650289.87
HISTORY0005315,ACC0019986,BRW0000144,2026-06-15 22:46:29,NPA,AGT0000018,CALL,2026-06-15 08:49:49,2026-06,AUTO,120,NPA,693690.44
HISTORY0016206,ACC0023611,BRW0001604,2026-06-15 22:44:35,PTP,AGT0000047,FIELD,2026-06-16 22:43:23,2026-06,BNPL,180,HIGH,125441.36
HISTORY0037578,ACC0002225,BRW0004583,2026-06-15 22:42:54,CLOSED,AGT0000051,CORE,2026-06-15 09:17:41,2026-06,CREDIT_CARD,1,LOW,456016.21
HISTORY0059820,ACC0005135,BRW0006932,2026-06-15 22:40:35,DELINQUENT,AGT0000100,FIELD,2026-06-16 03:20:48,2026-06,AUTO,120,NPA,271510.84
HISTORY0035910,ACC0014667,BRW0010651,2026-06-15 22:38:57,DELINQUENT,AGT0000089,FIELD,2026-06-16 03:00:56,2026-06,BNPL,180,NPA,250700.05
HISTORY0019579,ACC0022866,BRW0006984,2026-06-15 22:37:16,CLOSED,AGT0000091,CALL,2026-06-16 00:29:13,2026-06,BNPL,0,NPA,538355.08
HISTORY0043817,ACC0004870,BRW0009581,2026-06-15 22:35:02,DELINQUENT,AGT0000014,CALL,2026-06-15 08:17:29,2026-06,BNPL,90,HIGH,293346.16
HISTORY0036036,ACC0017219,BRW0010259,2026-06-15 22:34:03,DELINQUENT,AGT0000079,CALL,2026-06-16 07:17:16,2026-06,PERSONAL,30,LOW,272798.72
HISTORY0035074,ACC0019265,BRW0011225,2026-06-15 22:13:28,CLOSED,AGT0000012,CORE,2026-06-15 11:44:10,2026-06,CREDIT_CARD,90,HIGH,678447.3
HISTORY0056617,ACC0006339,BRW0005466,2026-06-15 22:02:35,ACTIVE,AGT0000073,FIELD,2026-06-15 10:33:52,2026-06,CREDIT_CARD,30,MEDIUM,275145.48
HISTORY0032444,ACC0008163,BRW0005187,2026-06-15 21:56:54,NPA,AGT0000010,CALL,2026-06-16 04:19:45,2026-06,CREDIT_CARD,1,LOW,564079.71
HISTORY0043219,ACC0007920,BRW0000309,2026-06-15 21:55:34,NPA,AGT0000039,FIELD,2026-06-16 15:51:13,2026-06,AUTO,0,MEDIUM,603549.19
HISTORY0052802,ACC0008649,BRW0002180,2026-06-15 21:39:36,DELINQUENT,AGT0000054,PAYMENT,2026-06-15 21:50:13,2026-06,BNPL,0,NPA,156210.95
HISTORY0043252,ACC0001722,BRW0000218,2026-06-15 21:35:04,CLOSED,AGT0000076,CORE,2026-06-15 23:07:11,2026-06,CREDIT_CARD,180,MEDIUM,352202.72
HISTORY0023982,ACC0001396,BRW0008707,2026-06-15 21:21:33,PTP,AGT0000040,CALL,2026-06-16 17:29:34,2026-06,CONSUMER,60,NPA,156016.0
HISTORY0038793,ACC0024018,BRW0003154,2026-06-15 21:16:05,PAID,AGT0000030,FIELD,2026-06-15 07:40:10,2026-06,AUTO,45,LOW,367563.76
HISTORY0014807,ACC0027602,BRW0001500,2026-06-15 21:08:37,NPA,AGT0000025,FIELD,2026-06-15 06:25:01,2026-06,CREDIT_CARD,75,NPA,54283.07
HISTORY0053993,ACC0028609,BRW0001248,2026-06-15 21:01:38,DELINQUENT,AGT0000008,BATCH,2026-06-15 05:04:55,2026-06,CONSUMER,120,MEDIUM,503864.25
HISTORY0028156,ACC0015845,BRW0010520,2026-06-15 20:48:55,PTP,AGT0000082,FIELD,2026-06-15 15:55:38,2026-06,CONSUMER,0,HIGH,171837.72
HISTORY0019750,ACC0007833,BRW0007427,2026-06-15 20:48:39,ACTIVE,AGT0000069,CORE,2026-06-14 23:12:36,2026-06,CONSUMER,60,NPA,251942.6
HISTORY0036632,ACC0018870,BRW0000110,2026-06-15 20:47:43,DELINQUENT,AGT0000050,FIELD,2026-06-15 15:32:13,2026-06,BNPL,30,HIGH,456497.19
HISTORY0013354,ACC0012939,BRW0010664,2026-06-15 20:43:57,DELINQUENT,AGT0000034,PAYMENT,2026-06-16 09:56:21,2026-06,PERSONAL,0,NPA,638502.93
HISTORY0053220,ACC0011270,BRW0010508,2026-06-15 20:41:23,DELINQUENT,AGT0000100,BATCH,2026-06-15 13:41:34,2026-06,BNPL,60,HIGH,61351.98
HISTORY0018393,ACC0020943,BRW0003837,2026-06-15 20:40:56,PTP,AGT0000054,PAYMENT,2026-06-15 05:37:35,2026-06,CREDIT_CARD,120,HIGH,93933.26
HISTORY0051266,ACC0006002,BRW0011068,2026-06-15 20:21:20,ACTIVE,AGT0000008,CORE,2026-06-16 00:49:50,2026-06,PERSONAL,60,HIGH,51934.39
HISTORY0014858,ACC0013909,BRW0006514,2026-06-15 20:08:15,WRITEOFF,AGT0000069,PAYMENT,2026-06-15 01:23:47,2026-06,PERSONAL,45,HIGH,494675.09
HISTORY0037747,ACC0009340,BRW0004795,2026-06-15 19:59:58,ACTIVE,AGT0000046,FIELD,2026-06-16 12:56:24,2026-06,PERSONAL,180,LOW,79364.18
HISTORY0045609,ACC0012145,BRW0001195,2026-06-15 19:58:04,CLOSED,AGT0000099,PAYMENT,2026-06-15 15:45:47,2026-06,BNPL,45,LOW,169588.57
HISTORY0016747,ACC0005466,BRW0002867,2026-06-15 19:56:15,CLOSED,AGT0000022,CORE,2026-06-14 21:35:12,2026-06,BNPL,75,HIGH,191151.28
HISTORY0007414,ACC0011044,BRW0000317,2026-06-15 19:54:52,PAID,AGT0000015,CALL,2026-06-15 20:12:28,2026-06,BNPL,1,LOW,335237.1
HISTORY0041851,ACC0012958,BRW0006524,2026-06-15 19:51:14,PTP,AGT0000100,CORE,2026-06-15 01:59:36,2026-06,BNPL,0,NPA,328944.28
HISTORY0044236,ACC0018177,BRW0006109,2026-06-15 19:37:45,DELINQUENT,AGT0000042,BATCH,2026-06-16 08:18:19,2026-06,CONSUMER,15,NPA,548943.43
HISTORY0047381,ACC0015881,BRW0003986,2026-06-15 19:37:19,ACTIVE,AGT0000086,CALL,2026-06-15 16:07:09,2026-06,BNPL,180,HIGH,334254.11
HISTORY0005098,ACC0018756,BRW0008942,2026-06-15 19:28:18,PAID,AGT0000003,BATCH,2026-06-15 08:34:40,2026-06,AUTO,60,MEDIUM,330266.96
HISTORY0056296,ACC0002399,BRW0010402,2026-06-15 19:03:17,WRITEOFF,AGT0000063,BATCH,2026-06-16 18:24:45,2026-06,CREDIT_CARD,75,LOW,224398.89
HISTORY0005152,ACC0018723,BRW0005281,2026-06-15 18:53:53,PAID,AGT0000096,PAYMENT,2026-06-15 07:08:20,2026-06,CREDIT_CARD,45,HIGH,456621.05
HISTORY0008175,ACC0018190,BRW0010660,2026-06-15 18:45:20,CLOSED,AGT0000068,BATCH,2026-06-15 10:29:20,2026-06,BNPL,120,HIGH,248387.46
HISTORY0001442,ACC0007797,BRW0011576,2026-06-15 18:42:27,DELINQUENT,AGT0000090,CORE,2026-06-15 04:02:22,2026-06,CONSUMER,5,NPA,255676.77
HISTORY0016310,ACC0019689,BRW0008174,2026-06-15 18:39:25,CLOSED,AGT0000055,CALL,2026-06-14 19:45:05,2026-06,CONSUMER,15,HIGH,677434.34
HISTORY0007030,ACC0001247,BRW0006820,2026-06-15 18:34:27,ACTIVE,AGT0000048,PAYMENT,2026-06-14 21:08:24,2026-06,BNPL,5,HIGH,633877.26
HISTORY0027133,ACC0003129,BRW0000580,2026-06-15 18:25:43,PTP,AGT0000073,CORE,2026-06-15 15:55:02,2026-06,BNPL,120,HIGH,414800.79
HISTORY0008491,ACC0007410,BRW0003949,2026-06-15 18:21:13,WRITEOFF,AGT0000058,CORE,2026-06-16 01:13:45,2026-06,PERSONAL,90,NPA,56804.89
HISTORY0038128,ACC0020741,BRW0011753,2026-06-15 18:10:33,NPA,AGT0000050,PAYMENT,2026-06-16 14:08:19,2026-06,CONSUMER,30,MEDIUM,296894.43
HISTORY0026648,ACC0014547,BRW0007020,2026-06-15 18:05:00,WRITEOFF,AGT0000003,FIELD,2026-06-16 14:47:09,2026-06,CONSUMER,60,NPA,103547.23
HISTORY0015131,ACC0023941,BRW0001238,2026-06-15 18:01:50,PTP,AGT0000012,CALL,2026-06-15 10:58:57,2026-06,CONSUMER,120,MEDIUM,415967.72
HISTORY0042594,ACC0004158,BRW0008673,2026-06-15 18:00:12,CLOSED,AGT0000038,CALL,2026-06-15 14:59:10,2026-06,CONSUMER,30,NPA,676500.11
HISTORY0000594,ACC0019253,BRW0000891,2026-06-15 17:54:14,PTP,AGT0000067,BATCH,2026-06-16 10:26:44,2026-06,BNPL,0,NPA,546219.98
HISTORY0020137,ACC0014130,BRW0000603,2026-06-15 17:52:31,NPA,AGT0000092,CORE,2026-06-15 17:12:20,2026-06,AUTO,60,HIGH,623332.98
